Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario26258,14.5,0,SpeedCut,3,0,1,1,0,1,3.86,2,1,3.86,0.21,1,2,3.86,1,0.21,0.21,2,1
scenario26307,23.53,0.45,Cruise,0,0,1,1,0,1,3.83,2,2,3.83,0.18,2,2,3.83,2,0.18,0.18,2,1
scenario26308,0,0,SpeedUp,0,0,1,1,0,1,3.81,2,1,3.81,0.21,1,2,3.81,1,0.21,0.21,2,1
scenario26309,0,0.37,SpeedUp,0,0,1,1,0,1,3.8,2,1,3.8,0.19,1,2,3.8,1,0.19,0.19,2,1
scenario26310,14.5,0.63,SpeedCut,0,0,1,1,0,1,3.66,2,1,3.66,0.21,1,2,3.66,1,0.21,0.21,2,1
scenario26311,14.5,0.39,SpeedCut,0,0,1,1,0,1,3.51,2,1,3.51,0.17,1,2,3.51,1,0.17,0.17,2,1
scenario26318,0,4.07,SpeedUp,0,0,1,1,0,1,5.53,2,1,5.53,0.13,1,2,5.53,1,0.13,0.13,2,0
scenario26319,0,4.84,SpeedUp,0,0,1,1,0,1,8.36,2,2,8.36,0.13,2,2,8.36,2,0.13,0.13,2,0
scenario26320,0,5.4,SpeedUp,0,0,1,1,0,1,11.85,2,2,11.85,0.04,2,2,11.85,2,0.04,0.04,2,0
scenario26321,0,6.28,SpeedUp,0,0,1,1,0,1,14.6,2,2,14.6,0.03,2,2,14.6,2,0.03,0.03,2,0
scenario26327,0,8.49,SpeedUp,0,0,1,1,0,1,7.31,2,1,7.31,0.04,1,2,7.31,1,0.04,0.04,2,1
scenario26331,0,8.02,SpeedUp,2,0,1,1,0,1,7.9,2,1,7.9,0.06,1,2,7.9,1,0.06,0.06,2,0
scenario26332,0,8.52,SpeedUp,3,0,1,1,0,1,11.03,2,1,11.03,0.07,1,2,11.03,1,0.07,0.07,2,0
scenario26334,0,9.06,SpeedUp,3,0,1,1,0,1,7.26,2,2,7.26,0.07,2,2,7.26,2,0.07,0.07,2,1
scenario26335,17.36,9.03,SpeedCut,3,0,1,1,0,1,4.11,2,2,4.11,0.08,2,2,4.11,2,0.08,0.08,2,1
scenario26336,36.08,8.61,EmergencyBrake,1,0,1,1,0,1,3.79,2,2,3.79,0.12,2,2,3.79,2,0.12,0.12,2,1
scenario26337,27.47,7.93,SpeedCut,3,0,1,1,0,1,3.86,2,2,3.86,0.25,2,2,3.86,2,0.25,0.25,2,1
scenario26338,0,2.29,ChangeLaneToRight,3,0,1,1,0,1,3.93,2,2,3.93,0.2,2,2,3.93,2,0.2,0.2,2,1
scenario26339,0,0.16,SpeedCut,3,0,1,1,0,1,3.76,2,1,3.76,0.16,1,2,3.76,1,0.16,0.16,2,1
scenario26340,69.52,0,Stop,1,0,1,1,0,1,3.6,2,1,3.6,0.13,1,2,3.6,1,0.13,0.13,2,1
scenario26348,0,5.54,SpeedUp,3,0,1,1,0,1,7.24,2,1,7.24,0.16,1,2,7.24,1,0.16,0.16,2,0
scenario26349,0,6.15,SpeedUp,3,0,1,1,0,1,10.2,2,1,10.2,0.05,1,2,10.2,1,0.05,0.05,2,0
scenario26356,0,8.49,SpeedUp,1,0,1,1,0,1,4.38,2,1,4.38,0.09,1,2,4.38,1,0.09,0.09,2,1
scenario26357,18.88,8.56,Cruise,1,0,1,1,0,1,2.74,2,2,2.74,0.12,2,2,2.74,2,0.12,0.12,2,1
scenario26358,20.91,6.07,ChangeLaneToRight,1,0,1,1,0,1,3.31,2,2,3.31,0.17,2,2,3.31,2,0.17,0.17,2,1
scenario26359,32.77,5.63,EmergencyBrake,1,0,1,1,0,1,3.55,2,3,3.55,0.41,3,2,3.55,3,0.41,0.41,2,1
scenario26360,43.54,4.55,EmergencyBrake,1,0,1,1,0,1,3.23,2,4,3.23,0.35,4,2,3.23,4,0.35,0.35,2,1
scenario26361,41.66,3.09,EmergencyBrake,1,0,1,1,0,1,3.03,2,4,3.03,0.18,4,2,3.03,4,0.18,0.18,2,1
scenario26362,33.15,2.05,EmergencyBrake,1,0,1,1,0,1,3.61,2,4,3.61,0.24,4,2,3.61,4,0.24,0.24,2,1
scenario26363,22.2,1.51,Cruise,1,0,1,1,0,1,3.51,2,2,3.51,0.23,2,2,3.51,2,0.23,0.23,2,1
scenario26364,15.97,1.11,SpeedCut,1,0,1,1,0,1,3.53,2,1,3.53,0.21,1,2,3.53,1,0.21,0.21,2,1
scenario26365,17.99,0.9,SpeedCut,1,0,1,1,0,1,3.69,2,1,3.69,0.16,1,2,3.69,1,0.16,0.16,2,1
scenario26366,15.34,0.55,SpeedCut,1,0,1,1,0,1,3.46,2,1,3.46,0.09,1,2,3.46,1,0.09,0.09,2,1
scenario26371,0,4.64,SpeedUp,3,0,1,1,0,1,7.22,2,1,7.22,0.07,1,2,7.22,1,0.07,0.07,2,0
scenario26372,0,4.98,SpeedUp,3,0,1,1,0,1,9.23,2,1,9.23,0.11,1,2,9.23,1,0.11,0.11,2,0
scenario26373,0,5.17,SpeedUp,3,0,1,1,0,1,11.98,2,2,11.98,0.1,2,2,11.98,2,0.1,0.1,2,0
scenario26379,14.5,5.21,SpeedCut,2,0,1,1,0,1,6.63,2,2,6.63,0.08,2,2,6.63,2,0.08,0.08,2,1
scenario26380,14.5,4.99,SpeedCut,2,0,1,1,0,1,4.75,2,2,4.75,0.11,2,2,4.75,2,0.11,0.11,2,1
scenario26381,14.5,4.81,SpeedCut,2,0,1,1,0,1,3.26,2,1,3.26,0.07,1,2,3.26,1,0.07,0.07,2,1
scenario26382,14.5,4.66,SpeedCut,2,0,1,1,0,1,2.59,2,1,2.59,0.07,1,2,2.59,1,0.07,0.07,2,0
scenario26383,14.5,4.41,SpeedCut,2,0,1,1,0,1,2.61,2,1,2.61,0.19,1,2,2.61,1,0.19,0.19,2,0
scenario26384,14.5,4.24,SpeedCut,1,0,1,1,0,1,3.64,2,1,3.64,0.12,1,2,3.64,1,0.12,0.12,2,0
scenario26385,14.5,4.06,SpeedCut,2,0,1,1,0,1,4.91,2,1,4.91,0.1,1,2,4.91,1,0.1,0.1,2,0
scenario26386,14.79,3.85,SpeedCut,1,0,1,1,0,1,6,2,1,6,0.13,1,2,6,1,0.13,0.13,2,0
scenario26388,17.87,1.39,SpeedCut,1,0,1,1,0,1,12.15,2,1,12.15,0.05,1,2,12.15,1,0.05,0.05,2,0
scenario26432,17.51,9.03,SpeedCut,0,0,1,1,0,1,4.14,2,2,4.14,0.14,2,2,4.14,2,0.14,0.14,2,1
scenario26433,0,8.46,SpeedUp,0,0,1,1,0,1,3.82,2,2,3.82,0.2,2,2,3.82,2,0.2,0.2,2,1
scenario26434,32.51,1.91,EmergencyBrake,0,0,1,1,0,1,3.83,2,2,3.83,0.27,2,2,3.83,2,0.27,0.27,2,1
scenario26435,20.31,0.84,SpeedCut,0,0,1,1,0,1,3.85,2,2,3.85,0.24,2,2,3.85,2,0.24,0.24,2,1
scenario26436,14.5,0.37,SpeedCut,0,0,1,1,0,1,3.89,2,2,3.89,0.19,2,2,3.89,2,0.19,0.19,2,1
scenario26437,14.5,0.2,SpeedCut,0,0,1,1,0,1,3.91,2,1,3.91,0.2,1,2,3.91,1,0.2,0.2,2,1
scenario26438,0,0.03,SpeedUp,0,0,1,1,0,1,3.85,2,1,3.85,0.16,1,2,3.85,1,0.16,0.16,2,1
scenario26439,14.5,0.1,SpeedCut,0,0,1,1,0,1,3.88,2,1,3.88,0.2,1,2,3.88,1,0.2,0.2,2,1
scenario26440,0,0,SpeedUp,0,0,1,1,0,1,3.82,2,1,3.82,0.16,1,2,3.82,1,0.16,0.16,2,1
scenario26441,0,0.08,SpeedCut,0,0,1,1,0,1,3.82,2,1,3.82,0.2,1,2,3.82,1,0.2,0.2,2,1
scenario26442,0,0.01,SpeedUp,0,0,1,1,0,1,3.9,2,1,3.9,0.22,1,2,3.9,1,0.22,0.22,2,1
scenario26443,0,0.01,SpeedUp,0,0,1,1,0,1,3.9,2,1,3.9,0.2,1,2,3.9,1,0.2,0.2,2,1
scenario26444,23.93,0.06,SpeedCut,0,0,1,1,0,1,3.83,2,1,3.83,0.22,1,2,3.83,1,0.22,0.22,2,1
scenario26445,14.52,0.05,SpeedCut,0,0,1,1,0,1,3.87,2,1,3.87,0.21,1,2,3.87,1,0.21,0.21,2,1
scenario26446,14.5,0.03,SpeedCut,0,0,1,1,0,1,3.89,2,1,3.89,0.21,1,2,3.89,1,0.21,0.21,2,1
scenario26447,50,0,SpeedCut,0,0,1,1,0,1,3.89,2,1,3.89,0.18,1,2,3.89,1,0.18,0.18,2,1
scenario26448,50,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.21,1,2,3.85,1,0.21,0.21,2,1
scenario26449,0,0,SpeedUp,0,0,1,1,0,1,3.83,2,1,3.83,0.2,1,2,3.83,1,0.2,0.2,2,1
scenario26450,0,0,SpeedUp,0,0,1,1,0,1,3.86,2,1,3.86,0.2,1,2,3.86,1,0.2,0.2,2,1
scenario26451,15.25,0.01,SpeedCut,0,0,1,1,0,1,3.87,2,1,3.87,0.19,1,2,3.87,1,0.19,0.19,2,1
scenario26452,14.5,0,SpeedCut,0,0,1,1,0,1,3.85,2,1,3.85,0.2,1,2,3.85,1,0.2,0.2,2,1
scenario26453,14.5,0,SpeedCut,0,0,1,1,0,1,3.84,2,1,3.84,0.22,1,2,3.84,1,0.22,0.22,2,1
scenario26454,14.5,0,SpeedCut,0,0,1,1,0,1,3.83,2,1,3.83,0.2,1,2,3.83,1,0.2,0.2,2,1
scenario26455,14.5,0,SpeedCut,0,0,1,1,0,1,3.77,2,1,3.77,0.18,1,2,3.77,1,0.18,0.18,2,1
scenario26456,14.5,0,SpeedCut,0,0,1,1,0,1,3.76,2,1,3.76,0.2,1,2,3.76,1,0.2,0.2,2,1
scenario26457,14.5,0,SpeedCut,0,0,1,1,0,1,3.54,2,1,3.54,0.21,1,2,3.54,1,0.21,0.21,2,1
scenario26458,14.5,0,SpeedCut,0,0,1,1,0,1,3.28,2,1,3.28,0,1,2,3.28,1,0,0,2,1
scenario26469,14.5,8.29,SpeedCut,0,0,1,1,0,1,16.67,2,2,16.67,0.2,2,2,16.67,2,0.2,0.2,2,0
scenario26470,14.5,8.17,SpeedCut,0,0,1,1,0,1,13.06,2,1,13.06,0.28,1,2,13.06,1,0.28,0.28,2,0
scenario26471,21.61,7.92,Cruise,0,0,1,1,0,1,9.48,2,1,9.48,0.44,1,2,9.48,1,0.44,0.44,2,1
scenario26472,40.26,7.09,EmergencyBrake,0,0,1,1,0,1,6.66,2,1,6.66,0.44,1,2,6.66,1,0.44,0.44,2,1
scenario26473,14.5,6.02,SpeedCut,0,0,1,1,0,1,4.56,2,1,4.56,0.14,1,2,4.56,1,0.14,0.14,2,1
scenario26474,31.9,5.21,EmergencyBrake,0,0,1,1,0,1,3.71,2,1,3.71,0.69,1,2,3.71,1,0.69,0.69,2,1
scenario26475,44.71,4.65,EmergencyBrake,0,0,1,1,0,1,3.81,2,1,3.81,0.57,1,2,3.81,1,0.57,0.57,2,1
scenario26476,46.12,0.5,EmergencyBrake,0,0,1,1,0,1,3.73,2,1,3.73,0.53,1,2,3.73,1,0.53,0.53,2,1
scenario26477,0,0.13,SpeedUp,0,0,1,1,0,1,3.69,2,1,3.69,0.4,1,2,3.69,1,0.4,0.4,2,1
scenario26478,0,0.26,SpeedUp,0,0,1,1,0,1,3.7,2,1,3.7,0.39,1,2,3.7,1,0.39,0.39,2,1
scenario26479,50,0,SpeedCut,0,0,1,1,0,1,3.71,2,1,3.71,0.46,1,2,3.71,1,0.46,0.46,2,1
scenario26480,50,0,SpeedCut,0,0,1,1,0,1,3.61,2,1,3.61,0.5,1,2,3.61,1,0.5,0.5,2,1
scenario26481,0,0,SpeedUp,0,0,1,1,0,1,3.61,2,1,3.61,0.52,1,2,3.61,1,0.52,0.52,2,1
scenario26482,0,0.06,SpeedUp,0,0,1,1,0,1,3.62,2,1,3.62,0.53,1,2,3.62,1,0.53,0.53,2,1
scenario26483,0,0.09,SpeedUp,0,0,1,1,0,1,3.62,2,1,3.62,0.51,1,2,3.62,1,0.51,0.51,2,1
scenario26489,0,0.54,ChangeLaneToLeft,0,0,1,1,0,1,16.38,2,1,16.38,0.01,1,2,16.38,1,0.01,0.01,2,1
scenario26490,0,1.5,ChangeLaneToRight,0,0,1,1,0,1,15.89,2,1,15.89,0.12,1,2,15.89,1,0.12,0.12,2,1
scenario26493,14.5,4.75,SpeedCut,0,0,1,1,0,1,14.05,2,1,14.05,0.49,1,2,14.05,1,0.49,0.49,2,1
scenario26494,0,5.82,ChangeLaneToLeft,0,0,1,1,0,1,5.15,2,1,5.15,0.15,1,2,5.15,1,0.15,0.15,2,0
scenario26495,0,6,ChangeLaneToLeft,0,0,1,1,0,1,6.94,2,1,6.94,0.15,1,2,6.94,1,0.15,0.15,2,0
scenario26496,0,6.66,ChangeLaneToLeft,0,0,1,1,0,1,12.25,2,2,12.25,0.08,2,2,12.25,2,0.08,0.08,2,0
scenario26497,0,7.08,ChangeLaneToLeft,0,0,1,1,0,1,15.07,2,2,15.07,0.09,2,2,15.07,2,0.09,0.09,2,0
scenario26502,0,8.31,SpeedUp,3,0,1,1,0,1,5.58,2,1,5.58,0.1,1,2,5.58,1,0.1,0.1,2,0
scenario26515,0,10.23,SpeedUp,1,0,1,1,0,1,3.31,2,2,3.31,0.04,2,2,3.31,2,0.04,0.04,2,0
scenario26516,0,10.28,SpeedUp,1,0,1,1,0,1,3.09,2,2,3.09,0.16,2,2,3.09,2,0.16,0.16,2,0
scenario26517,22,10.24,SpeedCut,1,0,1,1,0,1,5.8,2,2,5.8,0.05,2,2,5.8,2,0.05,0.05,2,0
scenario26526,0,3.52,SpeedUp,3,1,0,0,0,1,3.63,1,1,3.63,84.07,1,1,3.63,1,84.07,84.07,1,1
scenario26527,0,3.65,SpeedUp,3,1,0,0,0,1,3.65,1,2,3.65,51.86,2,1,3.65,2,51.86,51.86,1,1
scenario26528,0,1.34,SpeedUp,3,1,0,0,0,1,4.39,1,2,4.39,66.15,2,1,4.39,2,66.15,66.15,1,1
scenario26532,0,0.26,ChangeLaneToRight,1,1,0,0,0,1,3.42,1,1,3.42,30.26,1,1,3.42,1,30.26,30.26,1,1
scenario26533,0,0.18,ChangeLaneToRight,3,1,0,0,0,1,4.36,1,1,4.36,22.85,1,1,4.36,1,22.85,22.85,1,1
scenario26534,0,6.36,TurnRight,3,1,0,0,0,1,27.37,1,1,27.37,104.13,1,1,27.37,1,104.13,104.13,1,0
scenario26535,0,6.77,ChangeLaneToRight,3,1,0,0,0,1,28.81,1,1,28.81,105.07,1,1,28.81,1,105.07,105.07,1,0
scenario26536,35.65,6.88,EmergencyBrake,3,1,0,0,0,1,29.76,1,1,29.76,91.52,1,1,29.76,1,91.52,91.52,1,0
scenario26537,28.46,6.1,ChangeLaneToRight,3,1,0,0,0,1,30.75,1,1,30.75,108.54,1,1,30.75,1,108.54,108.54,1,0
scenario26538,16.4,5.47,SpeedCut,3,1,0,0,0,1,32.14,1,1,32.14,84.67,1,1,32.14,1,84.67,84.67,1,0
scenario26539,0,1.97,ChangeLaneToLeft,1,1,0,0,0,1,38.66,1,1,38.66,99.49,1,1,38.66,1,99.49,99.49,1,1
scenario26541,0,0.83,ChangeLaneToLeft,3,1,0,0,0,1,37.72,1,1,37.72,73.87,1,1,37.72,1,73.87,73.87,1,0
scenario26542,0,1.87,ChangeLaneToLeft,3,1,0,0,0,1,38.85,1,1,38.85,74.33,1,1,38.85,1,74.33,74.33,1,0
scenario26551,0,8.98,SpeedUp,1,1,0,0,0,1,7.82,1,3,7.82,7.55,3,1,7.82,3,7.55,7.55,1,0
scenario26629,49.24,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26630,49.23,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26631,49.23,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26632,49.24,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26633,49.23,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26634,49.25,0,SpeedCut,0,1,0,0,0,1,4.16,1,1,4.16,0.9,1,1,4.16,1,0.9,0.9,1,1
scenario26635,49.24,0,SpeedCut,0,1,0,0,0,1,4.12,1,1,4.12,0.91,1,1,4.12,1,0.91,0.91,1,1
scenario26663,14.5,4.08,SpeedCut,3,1,0,0,0,1,3.34,1,1,3.34,34.85,1,1,3.34,1,34.85,34.85,1,1
scenario26664,0,2.2,SpeedUp,3,1,0,0,0,1,3.62,1,1,3.62,78.65,1,1,3.62,1,78.65,78.65,1,1
scenario26667,0,0.02,TurnRight,3,1,0,0,0,1,4.2,1,1,4.2,21.61,1,1,4.2,1,21.61,21.61,1,1
scenario26668,0,0.81,ChangeLaneToRight,3,1,0,0,0,1,4.57,1,1,4.57,18.13,1,1,4.57,1,18.13,18.13,1,0
scenario26669,0,1.24,SpeedUp,1,1,0,0,0,1,4.53,1,1,4.53,80.34,1,1,4.53,1,80.34,80.34,1,0
scenario26672,0,6.25,TurnRight,3,1,0,0,0,1,26.34,1,1,26.34,112.75,1,1,26.34,1,112.75,112.75,1,0
scenario26673,0,6.81,ChangeLaneToRight,3,1,0,0,0,1,29.18,1,1,29.18,104.59,1,1,29.18,1,104.59,104.59,1,0
scenario26674,0,7.35,ChangeLaneToLeft,3,1,0,0,0,1,32.96,1,1,32.96,90.26,1,1,32.96,1,90.26,90.26,1,0
scenario26675,0,7.48,SpeedUp,3,1,0,0,0,1,34.53,1,1,34.53,57.78,1,1,34.53,1,57.78,57.78,1,0
scenario26676,0,8.58,SpeedUp,3,1,0,0,0,1,45.86,1,1,45.86,73.71,1,1,45.86,1,73.71,73.71,1,1
scenario26677,26.71,7.94,ChangeLaneToRight,3,1,0,0,0,1,47.94,1,1,47.94,64.2,1,1,47.94,1,64.2,64.2,1,0
scenario26680,0,8.24,SpeedUp,3,1,0,0,0,1,7.93,1,1,7.93,40.64,1,1,7.93,1,40.64,40.64,1,0
scenario26687,0,10.13,SpeedUp,1,1,0,0,0,1,5.91,1,1,5.91,94.32,1,1,5.91,1,94.32,94.32,1,0
scenario26719,0,4.84,SpeedUp,3,1,0,0,0,1,47.38,1,1,47.38,55.98,1,1,47.38,1,55.98,55.98,1,0
scenario26720,0,4.95,SpeedUp,3,1,0,0,0,1,45.31,1,1,45.31,8.77,1,1,45.31,1,8.77,8.77,1,0
scenario26721,14.5,5.14,SpeedCut,3,1,0,0,0,1,43.65,1,2,43.65,3.08,2,1,43.65,2,3.08,3.08,1,0
scenario26724,14.72,3.42,SpeedCut,3,1,0,0,0,1,47.04,1,1,47.04,0.46,1,1,47.04,1,0.46,0.46,1,0
scenario26726,14.5,3.03,SpeedCut,3,1,0,0,0,1,2.03,1,2,2.03,5.59,2,1,2.03,2,5.59,5.59,1,1
scenario26742,50,0,SpeedCut,0,1,0,0,0,1,15.76,1,2,15.76,96.26,2,1,15.76,2,96.26,96.26,1,0
scenario26743,50,0,SpeedCut,0,1,0,0,0,1,14.33,1,2,14.33,96.98,2,1,14.33,2,96.98,96.98,1,0
scenario26744,50,0,SpeedCut,0,1,0,0,0,1,12.74,1,3,12.74,99.21,3,1,12.74,3,99.21,99.21,1,0
scenario26745,50,0,SpeedCut,0,1,0,0,0,1,10.29,1,2,10.29,103.97,2,1,10.29,2,103.97,103.97,1,0
scenario26746,50,0,SpeedCut,0,1,0,0,0,1,9.27,1,2,9.27,106.51,2,1,9.27,2,106.51,106.51,1,0
scenario26747,50,0,SpeedCut,0,1,0,0,0,1,8.19,1,2,8.19,108.82,2,1,8.19,2,108.82,108.82,1,0
scenario26752,0,3.07,SpeedUp,3,1,0,0,0,1,3.42,1,1,3.42,70.27,1,1,3.42,1,70.27,70.27,1,1
scenario26753,0,3.23,SpeedUp,1,1,0,0,0,1,3.45,1,2,3.45,40.48,2,1,3.45,2,40.48,40.48,1,1
scenario26754,0,0.6,SpeedUp,3,1,0,0,0,1,2.95,1,2,2.95,35.12,2,1,2.95,2,35.12,35.12,1,1
scenario26755,0,0.25,SpeedUp,3,1,0,0,0,1,3,1,2,3,40.25,2,1,3,2,40.25,40.25,1,1
scenario26756,44.48,0.02,EmergencyBrake,3,1,0,0,0,1,3.24,1,1,3.24,56.03,1,1,3.24,1,56.03,56.03,1,1
scenario26757,0,0.01,TurnRight,3,1,0,0,0,1,3.16,1,1,3.16,50.29,1,1,3.16,1,50.29,50.29,1,1
scenario26758,0,0,TurnRight,3,1,0,0,0,1,3.17,1,1,3.17,48.75,1,1,3.17,1,48.75,48.75,1,1
scenario26759,69.72,0,TurnRight,3,1,0,0,0,1,3.18,1,1,3.18,48.62,1,1,3.18,1,48.62,48.62,1,1
scenario26760,69.76,0,TurnRight,3,1,0,0,0,1,3.19,1,1,3.19,48.48,1,1,3.19,1,48.48,48.48,1,1
scenario26761,69.94,0,TurnRight,1,1,0,0,0,1,3.18,1,1,3.18,49.39,1,1,3.18,1,49.39,49.39,1,1
scenario26762,69.96,0,TurnRight,3,1,0,0,0,1,3.19,1,1,3.19,49.25,1,1,3.19,1,49.25,49.25,1,1
scenario26763,69.98,0,TurnRight,3,1,0,0,0,1,3.12,1,1,3.12,47.82,1,1,3.12,1,47.82,47.82,1,1
scenario26764,69.9,0,TurnRight,3,1,0,0,0,1,3.13,1,1,3.13,47.89,1,1,3.13,1,47.89,47.89,1,1
scenario26765,69.99,0,TurnRight,3,1,0,0,0,1,3.13,1,1,3.13,48.08,1,1,3.13,1,48.08,48.08,1,1
scenario26766,69.98,0,TurnRight,3,1,0,0,0,1,3.1,1,1,3.1,48.23,1,1,3.1,1,48.23,48.23,1,1
scenario26767,69.95,0,TurnRight,3,1,0,0,0,1,3.12,1,1,3.12,48.81,1,1,3.12,1,48.81,48.81,1,1
scenario26768,69.9,0,TurnRight,1,1,0,0,0,1,3.12,1,1,3.12,48.54,1,1,3.12,1,48.54,48.54,1,1
scenario26769,69.95,0,TurnRight,3,1,0,0,0,1,3.12,1,1,3.12,48.34,1,1,3.12,1,48.34,48.34,1,1
scenario26770,69.95,0,TurnRight,3,1,0,0,0,1,3.12,1,1,3.12,47.35,1,1,3.12,1,47.35,47.35,1,1
scenario26771,69.93,0,TurnRight,1,1,0,0,0,1,3.12,1,1,3.12,48.1,1,1,3.12,1,48.1,48.1,1,1
scenario26772,69.97,0,TurnRight,1,1,0,0,0,1,3.12,1,1,3.12,48.43,1,1,3.12,1,48.43,48.43,1,1
scenario26773,69.9,0,TurnRight,3,1,0,0,0,1,3.11,1,1,3.11,47.53,1,1,3.11,1,47.53,47.53,1,1
scenario26774,69.97,0,TurnRight,3,1,0,0,0,1,3.12,1,1,3.12,47.03,1,1,3.12,1,47.03,47.03,1,1
scenario26775,69.9,0,TurnRight,3,1,0,0,0,1,3.11,1,1,3.11,47.7,1,1,3.11,1,47.7,47.7,1,1
scenario26776,69.96,0,TurnRight,3,1,0,0,0,1,3.1,1,1,3.1,48.98,1,1,3.1,1,48.98,48.98,1,1
scenario26777,69.88,0,TurnRight,1,1,0,0,0,1,3.09,1,1,3.09,48.8,1,1,3.09,1,48.8,48.8,1,1
scenario26778,69.96,0,TurnRight,1,1,0,0,0,1,3.12,1,1,3.12,48.43,1,1,3.12,1,48.43,48.43,1,1
scenario26779,69.98,0,TurnRight,3,1,0,0,0,1,3.42,1,1,3.42,47.71,1,1,3.42,1,47.71,47.71,1,0
scenario26786,0,2.53,TurnRight,0,1,0,0,0,1,21.62,1,1,21.62,65.62,1,1,21.62,1,65.62,65.62,1,1
scenario26797,0,6.36,ChangeLaneToRight,2,1,0,0,0,1,12.83,1,1,12.83,248.05,1,1,12.83,1,248.05,248.05,1,0
scenario26798,0,6.75,ChangeLaneToRight,2,1,0,0,0,1,14.03,1,1,14.03,163.52,1,1,14.03,1,163.52,163.52,1,0
scenario26799,0,6.85,ChangeLaneToRight,3,1,0,0,0,1,16.37,1,1,16.37,140.9,1,1,16.37,1,140.9,140.9,1,0
scenario26800,0,7.02,SpeedUp,3,1,0,0,0,1,19.88,1,1,19.88,169.54,1,1,19.88,1,169.54,169.54,1,0
scenario26808,14.5,2.28,SpeedCut,1,0,1,1,0,1,4.99,2,1,4.99,0.81,1,2,4.99,1,0.81,0.81,2,0
scenario26809,0,2.36,ChangeLaneToLeft,3,0,1,1,0,1,4.7,2,2,4.7,0.52,2,2,4.7,2,0.52,0.52,2,0
scenario26850,16.77,5.5,SpeedCut,1,1,0,0,0,1,4.14,1,2,4.14,91.23,2,1,4.14,2,91.23,91.23,1,0
scenario26851,16.72,5.04,SpeedCut,1,1,0,0,0,1,4.17,1,2,4.17,39.79,2,1,4.17,2,39.79,39.79,1,0
scenario26852,16.65,4.63,SpeedCut,1,1,0,0,0,1,4.27,1,2,4.27,79.61,2,1,4.27,2,79.61,79.61,1,0
scenario26853,16.83,4.36,SpeedCut,1,1,0,0,0,1,4.13,1,2,4.13,77.51,2,1,4.13,2,77.51,77.51,1,0
scenario26854,23.73,4.02,SpeedCut,1,1,0,0,0,1,4.86,1,2,4.86,74.43,2,1,4.86,2,74.43,74.43,1,0
scenario26855,19.29,3.73,SpeedCut,1,1,0,0,0,1,5.89,1,2,5.89,66.97,2,1,5.89,2,66.97,66.97,1,0
scenario26856,20.98,3.46,Cruise,1,1,0,0,0,1,7,1,2,7,75.22,2,1,7,2,75.22,75.22,1,0
scenario26857,21.92,3.07,Cruise,1,1,0,0,0,1,8.58,1,2,8.58,92.76,2,1,8.58,2,92.76,92.76,1,0
scenario26858,22.86,2.77,Cruise,1,1,0,0,0,1,8.74,1,2,8.74,93.83,2,1,8.74,2,93.83,93.83,1,0
scenario26859,22.66,2.37,Cruise,1,1,0,0,0,1,8.17,1,2,8.17,100.76,2,1,8.17,2,100.76,100.76,1,0
scenario26860,19.6,1.98,SpeedCut,1,1,0,0,0,1,6.97,1,2,6.97,95.96,2,1,6.97,2,95.96,95.96,1,0
scenario26861,28.51,1.4,Cruise,1,1,0,0,0,1,5.82,1,2,5.82,95.19,2,1,5.82,2,95.19,95.19,1,1
scenario26862,20.62,1.18,SpeedCut,1,1,0,0,0,1,4.26,1,2,4.26,43.51,2,1,4.26,2,43.51,43.51,1,1
scenario26863,15.51,0.89,SpeedCut,1,1,0,0,0,1,4.06,1,3,4.06,22.13,3,1,4.06,3,22.13,22.13,1,1
scenario26864,14.5,0.65,SpeedCut,1,1,0,0,0,1,3.94,1,3,3.94,22.59,3,1,3.94,3,22.59,22.59,1,1
scenario26865,40.94,2.23,EmergencyBrake,1,1,0,0,0,1,4.22,1,1,4.22,104.75,1,1,4.22,1,104.75,104.75,1,0
scenario26875,0,0,ChangeLaneToLeft,1,1,0,0,0,1,2.95,1,1,2.95,45.9,1,1,2.95,1,45.9,45.9,1,1
