feature_direct_distance,feature_full_road_diversity,feature_max_angle,feature_max_pivot_off,feature_mean_angle,feature_mean_pivot_off,feature_mean_road_diversity,feature_median_angle,feature_median_pivot_off,feature_min_angle,feature_min_pivot_off,feature_num_r_turns,feature_num_straights,feature_road_distance,algo_safety,feature_std_angle,feature_std_pivot_off,feature_total_angle,Instances
99.60113543,105.0683082,47.64807151,89.89919808,4.166488602,38.30716658,11.67425647,-5.383203237,30.2981003,-30.3931469,0,5,1,140.7745375,1,26.80753535,24.88738715,37.49839742,C:\Users\Documents\SDC-Scissors\tests\01217_test.json
86.42965998,388.3372694,83.56329332,54.91756683,-4.974773484,27.15194809,32.36143912,-4.882139105,30.81704117,-115.0526633,0,5,4,201.3242214,1,43.2853065,22.52425218,-59.6972818,C:\Users\Documents\SDC-Scissors\tests\01216_test.json
119.1468925,754.7093208,21.23897118,66.92923912,-44.77849317,31.55668478,107.8156173,-6.184946802,38.83400291,-243.2726449,0,4,2,180.6221159,1,90.72072066,27.01815931,-313.4494522,C:\Users\Documents\SDC-Scissors\tests\01215_test.json
122.7128968,128.1639716,5.843148909,76.60533366,-9.873617927,17.91302471,21.36066193,-0.378736055,0,-62.8279603,0,1,4,130.2064612,0,26.07358283,31.29296759,-59.24170756,C:\Users\Documents\SDC-Scissors\tests\01214_test.json
144.9036933,244.992546,89.56751184,71.11362384,9.470883212,31.6812448,24.4992546,-1.296055949,29.52339759,-13.58210104,0,4,3,160.6744842,1,30.98316011,26.63936013,94.70883212,C:\Users\Documents\SDC-Scissors\tests\01213_test.json
21.95738784,225.5348739,85.57668324,57.50962916,34.76831213,27.98188226,32.2192677,30.38295051,25.07734536,0,0,0,1,131.0634044,0,30.82192897,17.929724,243.3781849,C:\Users\Documents\SDC-Scissors\tests\01212_test.json
44.25251774,706.4540656,22.27222737,63.64879724,-33.47786981,36.25164309,141.2908131,-13.3245807,36.29335362,-158.3431414,0,3,1,140.6728057,1,71.91122555,25.97243086,-167.389349,C:\Users\Documents\SDC-Scissors\tests\01211_test.json
84.52808186,484.7548561,64.43650762,48.25439487,-3.893144264,27.62801004,69.25069373,-1.376250253,32.90899768,-68.23805706,0,3,2,150.7458487,1,39.61556979,20.44394557,-27.25200984,C:\Users\Documents\SDC-Scissors\tests\01210_test.json
64.17943364,551.9414905,323.0534224,67.9986234,22.77058157,27.99431936,61.32683228,2.292932174,25.73486183,-139.1221891,0,3,2,191.1467357,1,124.2884604,25.30402648,204.9352342,C:\Users\Documents\SDC-Scissors\tests\01209_test.json
104.8450887,177.5622363,351.0367526,71.79178909,-8.166716014,20.89999158,19.72913737,0.933457691,22.68175024,-352.0071133,0,3,2,140.7336472,1,178.8540657,23.75688493,-73.50044413,C:\Users\Documents\SDC-Scissors\tests\01208_test.json
81.34333667,329.2543201,27.46971878,81.94704769,-17.49140137,26.95376396,47.03633145,0,20.37904068,-110.4604534,0,2,2,151.1102709,1,52.21675218,28.19563749,-122.4398096,C:\Users\Documents\SDC-Scissors\tests\01207_test.json
104.3324578,70.72172542,22.35075156,99.28835711,-46.07663885,22.34556295,7.857969491,-3.311846162,19.20625886,-350.1388432,0,4,3,140.8152028,1,116.8460756,31.59357769,-414.6897496,C:\Users\Documents\SDC-Scissors\tests\01206_test.json
38.71959302,590.7035843,0,80.574361,-38.83829649,36.47021375,73.83794804,-26.47429812,29.12301247,-115.2953686,0,7,1,181.2326221,0,41.25200018,26.58369912,-310.7063719,C:\Users\Documents\SDC-Scissors\tests\01205_test.json
144.8006387,51.62054789,18.49130221,120.8785426,5.61477481,35.8401195,4.692777081,3.28564526,0,-2.550311456,0,0,6,230.2538075,0,6.439617348,44.35531624,61.76252291,C:\Users\Documents\SDC-Scissors\tests\01204_test.json
94.86383009,177.1539511,9.963689743,77.42752938,-13.19657827,37.43839325,13.627227,-6.539904109,40.24344481,-67.4183311,0,7,3,220.9482563,1,22.57902698,26.44409493,-171.5555176,C:\Users\Documents\SDC-Scissors\tests\01203_test.json
93.20874865,172.2045885,18.2818365,90.00072052,-31.38974021,27.45165027,15.65496259,2.896360305,28.58841214,-320.9350385,0,3,4,170.8045361,1,98.84484497,30.40376618,-345.2871423,C:\Users\Documents\SDC-Scissors\tests\01202_test.json
32.50163354,60.08519583,33.97628684,233.4388115,17.31534861,63.54280916,7.510649479,15.65401837,36.12251675,6.622119503,23.20354967,0,0,130.693302,0,10.41762192,70.33935925,138.5227889,C:\Users\Documents\SDC-Scissors\tests\01201_test.json
112.783676,10.09849825,13.52587181,81.41601634,3.095523158,18.28911953,0.918045295,1.366036357,0,-4.874320682,0,0,7,130.2499997,0,6.199551627,27.9293788,34.05075474,C:\Users\Documents\SDC-Scissors\tests\01200_test.json
47.14084599,719.2922346,115.8169688,157.4809828,34.39874242,48.95221621,102.7560335,15.15342718,28.87381801,-8.335047171,0,1,1,190.9135139,0,43.99613094,50.96365979,240.7911969,C:\Users\Documents\SDC-Scissors\tests\01199_test.json
35.62591897,379.2130389,80.86214171,61.69759356,8.08855559,18.11132922,34.47391262,2.600204066,0,-23.46063303,0,1,7,210.5256277,0,25.82388777,26.05745641,88.97411149,C:\Users\Documents\SDC-Scissors\tests\01198_test.json
135.2481303,90.61045413,12.86620054,81.21864139,-26.71222261,36.72620621,6.040696942,-2.610786888,44.90224521,-346.0007691,0,7,4,220.928316,1,89.36391034,28.80949703,-400.6833392,C:\Users\Documents\SDC-Scissors\tests\01197_test.json
37.80143829,221.3593082,-7.678561323,63.00285905,-27.57987525,40.38497036,31.62275831,-18.8860559,36.99466431,-56.66612245,25.6159326,7,0,140.723774,1,20.65113575,13.44103302,-193.0591267,C:\Users\Documents\SDC-Scissors\tests\01196_test.json
117.148513,408.9950356,71.17009833,78.19074281,-27.30497565,47.39814129,58.42786223,7.975685264,51.95091607,-347.2682708,1.193217417,3,0,180.7922611,0,145.1712389,27.45454938,-191.1348296,C:\Users\Documents\SDC-Scissors\tests\01195_test.json
82.26693624,575.191699,68.72410507,55.37170127,14.81603245,44.27110021,95.86528316,27.71501653,41.7988909,-76.11537605,34.96645699,1,0,190.6404185,0,48.7791657,7.826712371,88.8961947,C:\Users\Documents\SDC-Scissors\tests\01194_test.json
128.6114962,182.2558693,54.01461166,156.4792292,2.854793623,40.32541085,15.18798911,-2.11401249,42.20270999,-38.42924024,0,4,4,230.7615565,1,23.73725558,43.63900837,34.25752348,C:\Users\Documents\SDC-Scissors\tests\01193_test.json
145.1107569,48.29928956,14.95459392,73.6491598,-1.441073081,23.36705339,5.366587729,2.872746221,0,-24.45290943,0,2,5,150.2822507,0,12.9285893,29.52195884,-12.96965773,C:\Users\Documents\SDC-Scissors\tests\01192_test.json
86.0025379,339.7745356,52.00277179,92.20632647,1.232132278,47.76538691,42.47181696,10.17652155,44.0329209,-53.36694835,27.66299291,3,0,230.9735051,1,40.00357047,21.47028664,9.85705822,C:\Users\Documents\SDC-Scissors\tests\01191_test.json
109.3705159,168.2333157,69.87616973,146.6607589,4.557347824,68.17613678,21.02916446,-7.230894093,62.01643325,-19.12459715,29.94874155,5,0,140.4789144,0,28.05952879,37.50712957,36.45878259,C:\Users\Documents\SDC-Scissors\tests\01190_test.json
122.0078117,114.1034378,21.20214615,141.7775263,-2.699668559,59.94145875,12.67815975,5.368646231,54.86919654,-67.25450453,0,3,1,160.633112,1,26.49306857,42.67918962,-24.29701703,C:\Users\Documents\SDC-Scissors\tests\01189_test.json
2.571388249,193.78904,64.16313119,83.18067493,16.21191705,34.15955197,19.378904,10.79799212,33.69380265,-14.12502187,0,1,2,170.8877962,0,22.3572541,24.02204072,162.1191705,C:\Users\Documents\SDC-Scissors\tests\01188_test.json
87.38276216,548.5866909,13.89023964,70.34698204,-16.58641595,29.61222278,60.95407677,3.214191373,31.47672519,-113.263992,0,3,3,190.7499355,1,41.73297987,25.43317056,-149.2777435,C:\Users\Documents\SDC-Scissors\tests\01187_test.json
81.53114073,267.2051927,62.12096169,62.18755609,-1.158069087,26.2927493,24.29138115,3.781212995,25.99635923,-64.21936067,0,3,3,211.2964164,1,37.58410306,20.09223297,-12.73875995,C:\Users\Documents\SDC-Scissors\tests\01186_test.json
138.3980547,203.0246517,56.04866484,135.7753413,-4.525309681,52.64217938,25.37808146,-7.26056631,51.18418932,-29.0729661,0,5,2,180.4338512,1,27.21096611,44.68695447,-36.20247744,C:\Users\Documents\SDC-Scissors\tests\01185_test.json
142.6465023,89.00172522,14.37837245,171.3283937,-5.090769227,55.29537963,7.416810435,-0.747366951,37.97059141,-59.31926048,0,4,4,200.9163095,1,19.02860942,60.18421553,-61.08923073,C:\Users\Documents\SDC-Scissors\tests\01184_test.json
